ID_P,Squadra_C,Squadra_T,Giocatore_C_1,Giocatore_C_2,Giocatore_C_3,Giocatore_C_4,Giocatore_C_5,Giocatore_C_6,Giocatore_C_7,Giocatore_C_8,Giocatore_C_9,Giocatore_C_10,Giocatore_C_11,Giocatore_T_1,Giocatore_T_2,Giocatore_T_3,Giocatore_T_4,Giocatore_T_5,Giocatore_T_6,Giocatore_T_7,Giocatore_T_8,Giocatore_T_9,Giocatore_T_10,Giocatore_T_11,Giocatore_C_X1,Giocatore_C_X2,Giocatore_C_X3,Giocatore_C_X4,Giocatore_C_X5,Giocatore_C_X6,Giocatore_C_X7,Giocatore_C_X8,Giocatore_C_X9,Giocatore_C_X10,Giocatore_C_X11,Giocatore_T_X1,Giocatore_T_X2,Giocatore_T_X3,Giocatore_T_X4,Giocatore_T_X5,Giocatore_T_X6,Giocatore_T_X7,Giocatore_T_X8,Giocatore_T_X9,Giocatore_T_X10,Giocatore_T_X11,Giocatore_C_Y1,Giocatore_C_Y2,Giocatore_C_Y3,Giocatore_C_Y4,Giocatore_C_Y5,Giocatore_C_Y6,Giocatore_C_Y7,Giocatore_C_Y8,Giocatore_C_Y9,Giocatore_C_Y10,Giocatore_C_Y11,Giocatore_T_Y1,Giocatore_T_Y2,Giocatore_T_Y3,Giocatore_T_Y4,Giocatore_T_Y5,Giocatore_T_Y6,Giocatore_T_Y7,Giocatore_T_Y8,Giocatore_T_Y9,Giocatore_T_Y10,Giocatore_T_Y11
2002235,9905,10269,203775,189043,175962,198352,181343,189606,189410,210950,192565,205869,228717,176094,183426,201343,189922,179696,158856,188768,200469,211061,208574,212188,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002236,8262,8177,215417,138129,223142,199776,208470,189397,211907,179891,175990,199413,184069,104389,231205,183568,204082,192557,152996,177019,206591,201262,158232,162369,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002237,10189,8226,179783,111206,179784,197061,207993,202087,209658,212150,183569,186405,148803,193698,203605,210047,212190,213317,169317,189251,207894,201982,225309,206655,5,2,4,6,8,4,6,2,8,4,6,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,10,10,1,3,3,3,3,7,7,7,7,9,11
2002238,9788,8262,177683,204307,213661,221491,144429,203486,182888,199503,177159,187072,144622,215417,138129,223142,199776,208470,211907,54018,179891,175990,199413,184069,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2002239,9790,8406,121933,207472,162893,141200,202115,188154,223751,183871,158138,177398,198196,190243,148839,200588,140620,212187,137351,189272,102356,199266,189196,183249,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002240,10269,8721,176094,183426,201343,189922,179696,200469,158856,161857,193886,208574,212188,115533,186912,171919,199383,155408,198118,206511,197083,202166,193130,183574,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002241,9810,8697,190941,193211,157716,160741,189390,181098,210583,176790,121170,189961,193408,197439,186330,184852,202849,204420,213134,101336,193311,228336,25420,198554,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2002242,8722,9789,200316,204687,201342,190670,206198,208334,212245,52498,181274,189234,202276,189117,207862,172879,178603,191566,186942,222028,210324,192883,188567,189358,5,1,3,5,7,9,3,5,7,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,3,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2002243,9904,9823,186148,208520,180334,121185,192128,193420,201956,212240,130687,192732,176481,167495,168607,183907,192620,189596,177610,45197,213345,181872,188545,189509,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,10,10,10
2002244,8177,9905,104389,206591,183568,204082,192557,177019,152996,217648,201262,158232,162369,203775,189043,175962,198352,181343,189606,189410,193098,192565,205869,228717,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002245,8234,8178,185427,202429,161644,178032,216283,193985,199661,190765,202107,213117,195033,192563,197786,213331,185239,216466,204024,195365,202857,208128,178224,137262,5,2,4,6,8,4,6,2,8,4,6,5,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,10,10,1,3,3,3,3,6,6,8,8,10,10
2002246,10189,8697,179783,192427,186296,197061,207993,202087,209658,222492,212150,183569,148803,197439,186330,202849,197937,200278,213134,101336,193311,228336,198554,25420,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2002247,9788,9789,177683,204307,213661,221491,144429,183909,182888,218339,177159,144622,187072,189117,173771,172879,178603,191566,222028,186942,167431,188350,192883,188567,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,5,2,8,4,6,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,7,7,9,9,11
2002248,9790,9823,121933,189388,162893,208895,202115,186687,188154,183871,158138,177398,198196,167495,121939,183907,192620,197445,45197,213345,189596,189509,190483,188545,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002249,9810,8721,190941,181098,187132,160741,189390,210583,157716,176790,121170,137080,193408,115533,177553,171919,158625,193352,197083,202166,186912,198118,193130,183574,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,8,4,6,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,8,8,6,6,10,10
2002250,8722,10269,200316,204687,190670,206198,208334,192641,52498,189234,191565,203106,182212,176094,188352,183426,189922,179696,188768,158856,200469,193886,208574,212188,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002251,9904,8262,186148,208520,180334,121185,201016,199779,201956,192732,193420,138984,184789,215417,138129,223142,183606,199776,54018,211907,179891,175990,186274,184069,5,2,4,6,8,5,4,6,5,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,7,7,9,11,11,1,3,3,3,3,6,6,8,8,8,11
2002252,8177,8406,104389,206591,183568,204082,192557,152996,177019,217648,201262,158232,162369,190243,148839,200588,140620,212187,212212,137351,189272,199266,189196,183249,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002253,8226,8178,193698,203605,210047,212190,213317,207894,189251,200610,187339,201982,206655,192563,215930,213331,185239,216466,204024,195365,202857,208128,178224,137262,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,10,10
2002254,8234,9905,152211,202429,161644,189433,223765,190765,193985,202107,192728,195033,201514,203775,189043,188182,198352,201025,189606,189410,193098,192565,205869,210287,5,2,4,6,8,3,5,7,4,6,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002255,9823,8226,167495,121939,45197,192620,197445,212622,190483,9014,189596,213345,188545,193698,203605,201860,212190,213317,189251,207894,216354,187339,201982,206655,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002256,9789,8234,189117,173771,172879,178603,207920,207862,222028,192883,189358,176619,188567,152211,202429,161644,189433,223765,226686,193985,202107,192728,204226,195033,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
2002257,8178,9904,192563,134895,213331,185239,216466,204024,195365,202857,208128,178224,137262,186148,208520,180334,180409,192128,199779,222987,192732,193420,138984,184789,5,2,4,6,8,4,6,2,8,4,6,5,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,6,6,8,8,10,10,1,3,3,3,3,6,7,7,9,11,11
2002258,8721,8722,115533,192658,171919,158625,193352,177553,198118,185221,202166,193130,183574,200316,189234,190670,182713,208334,203106,52498,212245,221969,202276,182212,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10
2002259,10269,9790,176094,188352,183426,189922,179696,188768,200469,158856,193886,208574,212188,121933,189388,162893,208895,202115,186687,188154,183871,158138,177398,198196,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002260,8406,9810,190243,148839,200588,140620,212187,212212,137351,189272,183220,199266,183249,190941,181098,187132,160741,189390,157716,210583,176790,186307,137080,121170,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002261,8697,8177,197439,186330,202849,197937,200278,213134,101336,173474,228336,25420,198554,104389,206591,183568,204082,192557,177019,152996,217648,201262,158232,162369,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2002262,9905,9788,203775,189043,188182,198352,201025,189606,189410,193098,192565,205869,228717,177683,204307,213661,201922,144429,183909,210324,182888,177159,187072,144622,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2002263,8262,10189,215417,138129,223142,183606,199776,54018,211907,179891,175990,186274,184069,179783,192427,197061,186296,207993,202087,209658,222492,212150,183569,148803,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002264,10189,8721,179783,192427,197061,186296,207993,202087,209658,222492,212150,183569,148803,115533,192658,171919,203030,193352,198118,197083,177553,183574,202166,167706,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002265,8178,9823,192563,215930,213331,185239,216466,195365,204024,202857,208128,178224,137262,167495,121939,212622,192620,197445,45197,9014,181872,213345,190483,188545,5,2,4,6,8,4,6,2,8,4,6,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,10,10,1,3,3,3,3,6,8,8,8,8,11
2002266,9788,8697,177683,221491,213661,201922,144429,182888,218339,203486,177159,144622,187072,197439,186330,202849,197937,232643,101336,173474,213134,231493,198554,25420,5,2,4,6,8,4,6,2,8,4,6,5,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,10,10,1,3,3,3,3,6,6,8,8,10,10
2002267,9790,8722,121933,207472,162893,141200,202115,186687,188154,183871,158138,198504,198196,200316,190670,182713,206198,189234,212245,208334,221969,202276,203106,182212,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,2,4,6,8,4,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,9,9,11
2002268,9810,10269,190941,231205,187132,207790,189390,157716,210583,176790,186307,137080,121170,176094,188352,183426,189922,179696,188768,200469,158856,193886,208574,212188,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002269,9904,9905,186148,208520,202605,121185,192732,199779,222987,201526,193420,138984,184789,203775,197786,188182,198352,201025,189606,189410,193098,205869,192565,228717,5,2,4,6,8,5,4,6,5,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,7,7,9,11,11,1,3,3,3,3,6,6,8,8,8,11
2002270,8177,9789,104389,206591,183568,204082,192557,189235,177019,158232,201262,217648,162369,189117,173771,172879,178603,188802,186942,222028,167431,188350,188567,192883,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
2002271,8226,8262,193698,203605,201860,212190,214622,189251,207894,200610,187339,201982,216354,215417,189397,223142,183606,199776,179891,54018,211907,186274,175990,184069,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11
2002272,8234,8406,152211,202429,161644,189433,223765,190765,193985,226686,192728,204226,195033,190243,148839,200588,140620,202151,212212,189272,199266,182152,189196,183249,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11
2002273,9789,9904,189117,173771,183556,178603,188802,186942,207862,167431,192883,188350,189358,186148,208520,202605,180409,192128,201956,199779,192732,212240,201526,189447,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,4,6,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,8,11
2002274,8721,8234,192984,192658,171919,203030,155408,186912,185221,177553,202166,197083,183574,152211,202429,161644,189433,223765,190765,193985,226686,192728,204226,195033,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
2002275,9790,9788,121933,207472,208895,141200,202115,223751,188154,183871,158138,198504,192302,177683,182888,213661,201922,144429,218339,199503,203486,177159,187072,144622,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,10,10
2002276,10269,8177,176094,188352,183426,189922,179696,188768,200469,211061,158856,208574,212188,104389,190854,183568,204082,192557,177019,152996,217648,201262,200754,162369,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002277,8406,9823,190243,148839,200588,140620,212187,202201,182152,212212,121945,189196,183249,167495,121939,212622,197445,205069,181872,9014,189596,189509,190483,188545,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002278,8697,8226,197439,186330,199487,197937,200278,202849,25420,101336,228336,183332,198554,193698,207894,210047,212190,201860,200610,189251,229701,225309,206655,216354,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,6,8,10,10
2002279,8722,9810,200316,190670,182713,206198,189234,212245,208334,221969,202276,203106,182212,190941,231205,157716,160741,189390,181098,210583,176790,186307,137080,121170,5,3,5,7,2,4,6,8,4,6,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11
2002280,9905,10189,203775,197786,188182,198352,201025,189606,189410,193098,192565,205869,210287,179783,192427,186296,197061,207993,202087,209658,222492,212150,193738,148803,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002281,8262,8178,215417,189397,223142,183606,199776,54018,211907,179891,175990,199413,184069,192563,215930,213331,185239,216466,225564,195365,202857,188770,212194,137262,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,10,10
2002282,9823,8262,167495,212622,177519,197445,189596,168607,181872,190483,9014,213345,188545,215417,138129,183606,199776,188013,189397,208470,190648,177896,199413,184069,5,3,5,7,2,4,6,8,4,6,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11
2002283,10189,10269,179783,192427,197061,186296,207993,202087,209658,220925,193738,183569,148803,176094,188352,183426,189922,179696,188768,200469,193886,158856,208574,212188,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002284,8178,9789,192563,215930,213331,185239,216466,202857,204024,195365,188770,178224,137262,189117,173771,172879,178603,207920,207862,177458,200857,192883,188567,227796,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2002285,9788,8722,177683,221491,213661,182888,144429,203486,218339,199503,177159,144622,187072,200316,204687,190670,206198,221969,208334,52498,191565,212245,203106,182212,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2002286,9810,9790,190941,231205,187132,160741,181098,157716,210583,176790,186307,137080,121170,121933,207472,162893,141200,202115,223751,188154,183871,158138,198504,192302,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002287,9904,8406,186148,208520,180409,202605,192128,199779,212240,201956,192732,201526,189447,190243,148839,202201,140620,212187,102356,212212,189272,182152,189196,195586,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002288,8177,8721,104389,206591,183568,204082,192557,217648,152996,177019,158232,201262,162369,192984,186912,171919,158625,193352,206511,185221,177553,202166,155408,183574,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2002289,8226,9905,193698,203605,210047,212190,229701,225309,207894,189251,206655,200610,200318,203775,189043,188182,231111,201025,189606,189410,193098,192565,205869,210287,5,2,4,6,8,3,5,7,5,7,3,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11
2002290,8234,8697,152211,202429,161644,189433,223765,190765,193985,199661,192728,204226,195033,197439,186330,199487,197937,200278,202849,213134,227932,25420,228336,198554,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11
2002291,9789,8226,189117,173771,183556,177458,188802,222028,189358,170797,192883,188567,188350,193698,203605,210047,212190,214622,201860,225309,207894,189251,200318,200610,5,2,4,6,8,5,4,6,3,5,7,5,1,3,5,9,7,3,5,7,4,6,1,3,3,3,3,6,8,8,10,10,10,1,3,3,3,3,3,7,7,7,10,10
2002292,8721,9823,192984,186912,171919,158625,193352,185221,177553,202166,206511,155408,183574,167495,212622,197445,205069,121939,45197,213345,9014,190483,189596,188545,5,2,4,6,8,5,2,4,6,8,5,5,3,5,7,4,6,3,5,7,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,5,5,7,7,7,10,10
2002293,9790,8234,121933,207472,162893,141200,202115,223751,188154,183871,158138,198504,192302,185427,202429,161644,189433,223765,190765,193985,199661,200433,195033,204226,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,4,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,8,11
2002294,10269,9904,176094,188352,183426,189922,179696,188768,200469,211061,158856,208574,212188,186148,208520,201956,121185,201016,222987,199779,213777,210126,224425,212240,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002295,8406,9788,190243,148839,202201,140620,212187,212212,183220,183249,107651,189196,195586,177683,221491,213661,182888,144429,218339,199503,183909,177159,203486,144622,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,10,10
2002296,8697,8262,197439,186330,202849,197937,200278,228336,192611,183332,173474,198554,25420,215417,189397,223142,183606,199776,54018,211907,179891,175990,186274,184069,5,2,4,6,8,5,3,5,7,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,10,10,1,3,3,3,3,6,6,8,8,8,11
2002297,9810,10189,190941,181098,187132,160741,189390,210583,157716,186307,121170,137080,193408,179783,111206,197061,186296,164491,202087,213648,192427,193738,207993,148803,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002298,8722,8177,200316,190670,182713,206198,189234,52498,208334,221969,212245,182212,203106,104389,190854,212977,204082,192557,206591,152996,177019,217648,162369,158232,5,3,5,7,2,4,6,8,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
2002299,9905,8178,203775,197786,188182,175962,201025,189606,183346,210950,192565,205869,210287,192563,134895,213331,210007,216466,202857,204024,208128,212194,188770,178224,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2002300,9823,9905,167495,168607,177509,197445,205069,181872,9014,213345,189509,156616,188545,203775,197786,188182,175962,231111,201025,193098,189606,183346,205869,192565,5,2,4,6,8,5,2,4,6,8,5,5,1,3,5,7,9,2,4,6,8,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,3,7,7,7,7,11
2002301,10189,9790,179783,192427,197061,186296,164491,213648,202087,220925,193738,212150,148803,121933,207472,162893,141200,202115,223751,186687,183871,188154,198504,198196,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002302,8178,8697,192563,134895,215930,210007,216466,204024,208128,202857,212194,188770,178224,197439,186330,202849,197937,200278,228336,213134,101336,173474,183332,25420,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
2002303,9788,10269,177683,221491,213661,182888,144429,203486,218339,199503,177159,144622,187072,176094,188352,183426,189922,179696,188768,177666,193886,158856,208574,212188,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,8,8,8,8,11
2002304,9904,8721,186148,208520,201956,121185,201016,213777,199779,222987,210126,212240,224425,192984,186912,203030,158625,193352,198118,185221,193130,206511,202166,183574,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,8,8,8,11
2002305,8177,9810,104389,190854,212977,204082,192557,206591,152996,201262,217648,158232,162369,190941,181098,187132,160741,189390,210583,157716,176790,186307,137080,193408,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2002306,8226,8406,193698,203605,210047,212190,229701,165174,158905,200318,225309,200610,206655,190243,148839,202201,140620,202151,182152,212212,189272,107651,189196,195586,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002307,8234,8722,152211,202429,161644,189433,223765,190765,193985,199661,200433,195033,204226,200316,201342,206198,190670,182713,52498,192641,189234,212245,203106,182212,5,2,4,6,8,3,5,7,4,6,5,5,2,8,4,6,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002308,8262,9789,215417,189397,223142,183606,199776,179891,54018,211907,186274,177896,184069,2196,207862,183556,178603,207920,186942,222028,167431,188567,176619,228080,5,2,4,6,8,2,4,6,8,5,5,5,2,4,6,8,3,5,7,5,7,3,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10
2002309,9789,9823,189117,173771,177458,178603,188802,186942,222028,207920,192883,188567,188350,167495,121939,212622,197445,205069,45197,181872,9014,189596,190483,188545,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11
2002310,8721,9788,192984,177553,203030,158625,193352,198118,185221,206511,202166,193130,183574,177683,221491,213661,182888,177159,218339,199503,201922,203486,187072,144622,5,2,4,6,8,3,5,7,5,4,6,5,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,7,7,7,7,10,10,10
2002311,9790,8177,121933,207472,208895,141200,202115,181318,188154,183871,158138,177398,192302,104389,190854,212977,204082,192557,152996,177019,206591,201262,158232,162369,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2002312,10269,8226,176094,188352,183426,189922,179696,188768,200469,193886,158856,208574,188058,193698,212190,210047,201860,203605,225309,165174,214622,200610,200318,187339,5,2,4,6,8,5,2,4,6,8,5,5,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,7,7,7,7,10,10,10
2002313,8406,8178,190243,148839,202201,200588,212187,212212,137351,189272,182152,189196,195586,192563,176688,215930,210007,216466,212194,204024,208128,188770,202857,182440,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2002314,8697,9904,197439,186330,202849,197937,200278,101336,213134,228336,173474,183332,25420,186148,208520,202605,121185,201016,180409,201956,222987,212240,210126,213777,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
